classname,parent,declared_model,resolved_model,source_file
MediumTentClutterCutter,Static,\DZ\gear\camping\MediumTentClutterCutter.p3d,\DZ\gear\camping\MediumTentClutterCutter.p3d,P:\DZ\gear\camping\config.cpp
MediumTentPlacing,MediumTent,\DZ\gear\camping\MediumTentPlacing.p3d,\DZ\gear\camping\MediumTentPlacing.p3d,P:\DZ\gear\camping\config.cpp
Megaphone,Inventory_Base,\dz\gear\radio\megaphone.p3d,\dz\gear\radio\megaphone.p3d,P:\DZ\gear\radio\config.cpp
MeleeItemBase,Inventory_Base,,,P:\DZ\weapons\melee\config.cpp
MessTin,Inventory_Base,\dz\gear\tools\Mess_tin.p3d,\dz\gear\tools\Mess_tin.p3d,P:\DZ\gear\tools\config.cpp
MetalWire,Inventory_Base,\dz\gear\crafting\String_MetalWire.p3d,\dz\gear\crafting\String_MetalWire.p3d,P:\DZ\gear\crafting\config.cpp
MetalWireLocked,Inventory_Base,\dz\gear\crafting\String_MetalWire_tied.p3d,\dz\gear\crafting\String_MetalWire_tied.p3d,P:\DZ\gear\crafting\config.cpp
Mich2001Helmet,Clothing,\DZ\characters\headgear\Mich2001_g.p3d,\DZ\characters\headgear\Mich2001_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBelt,Clothing,\DZ\characters\belts\mil_belt_g.p3d,\DZ\characters\belts\mil_belt_g.p3d,P:\DZ\characters\belts\config.cpp
MilitaryBeret_CDF,MilitaryBeret_ColorBase,\DZ\characters\headgear\MilitaryBeret_CDF_g.p3d,\DZ\characters\headgear\MilitaryBeret_CDF_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBeret_ChDKZ,MilitaryBeret_ColorBase,\DZ\characters\headgear\MilitaryBeret_ChDKZ_g.p3d,\DZ\characters\headgear\MilitaryBeret_ChDKZ_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBeret_ColorBase,Clothing,\DZ\characters\headgear\RadarCap_g.p3d,\DZ\characters\headgear\RadarCap_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBeret_NZ,MilitaryBeret_ColorBase,\DZ\characters\headgear\MilitaryBeret_NZ_g.p3d,\DZ\characters\headgear\MilitaryBeret_NZ_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBeret_Red,MilitaryBeret_ColorBase,\DZ\characters\headgear\MilitaryBeret_g.p3d,\DZ\characters\headgear\MilitaryBeret_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBeret_UN,MilitaryBeret_ColorBase,\DZ\characters\headgear\MilitaryBeret_UN_g.p3d,\DZ\characters\headgear\MilitaryBeret_UN_g.p3d,P:\DZ\characters\headgear\config.cpp
MilitaryBoots_Beige,MilitaryBoots_ColorBase,,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MilitaryBoots_Black,MilitaryBoots_ColorBase,,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MilitaryBoots_Bluerock,MilitaryBoots_ColorBase,,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MilitaryBoots_Brown,MilitaryBoots_ColorBase,,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MilitaryBoots_ColorBase,Clothing,\DZ\characters\shoes\MilitaryBoots_ground.p3d,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MilitaryBoots_Redpunk,MilitaryBoots_ColorBase,,\DZ\characters\shoes\MilitaryBoots_ground.p3d,P:\DZ\characters\shoes\config.cpp
MimeMask_Female,MimeMask_Male,,\DZ\characters\masks\MimeMask_g.p3d,P:\DZ\characters\masks\config.cpp
MimeMask_Male,Clothing,\DZ\characters\masks\MimeMask_g.p3d,\DZ\characters\masks\MimeMask_g.p3d,P:\DZ\characters\masks\config.cpp
MiniDress_BlueChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_BlueWithDots,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_BrownChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_ColorBase,Clothing,\DZ\characters\tops\MiniDress_g.p3d,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_GreenChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_Pink,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_PinkChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_RedChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
MiniDress_WhiteChecker,MiniDress_ColorBase,,\DZ\characters\tops\MiniDress_g.p3d,P:\DZ\characters\tops\config.cpp
Misc_Spotlight,HouseNoDestruct,DZ\structures\Industrial\Misc\Misc_Spotlight.p3d,DZ\structures\Industrial\Misc\Misc_Spotlight.p3d,P:\DZ\structures\industrial\config.cpp
Misc_TirePile_Burning_DE,HouseNoDestruct,DZ\structures_sakhal\industrial\misc\Misc_TirePile_Burning.p3d,DZ\structures_sakhal\industrial\misc\Misc_TirePile_Burning.p3d,P:\DZ\structures_sakhal\config.cpp
MK4Optic_Black,MK4Optic_ColorBase,,\DZ\weapons\attachments\optics\optic_mark4.p3d,P:\DZ\weapons\attachments\optics\config.cpp
MK4Optic_ColorBase,ItemOptics_Base,\DZ\weapons\attachments\optics\optic_mark4.p3d,\DZ\weapons\attachments\optics\optic_mark4.p3d,P:\DZ\weapons\attachments\optics\config.cpp
MK4Optic_Green,MK4Optic_ColorBase,,\DZ\weapons\attachments\optics\optic_mark4.p3d,P:\DZ\weapons\attachments\optics\config.cpp
MK4Optic_Tan,MK4Optic_ColorBase,,\DZ\weapons\attachments\optics\optic_mark4.p3d,P:\DZ\weapons\attachments\optics\config.cpp
MorozkoHat,Clothing,\DZ\characters\headgear\MorozkoHat_g.p3d,\DZ\characters\headgear\MorozkoHat_g.p3d,P:\DZ\characters\headgear\config.cpp
Morphine,Inventory_Base,\dz\gear\medical\Morphine.p3d,\dz\gear\medical\Morphine.p3d,P:\DZ\gear\medical\config.cpp
Mosin_Bayonet,Inventory_Base,\dz\weapons\attachments\muzzle\bayonet_mosin.p3d,\dz\weapons\attachments\muzzle\bayonet_mosin.p3d,P:\DZ\weapons\attachments\muzzle\config.cpp
Mosin_Compensator,ItemSuppressor,\dz\weapons\attachments\muzzle\mosin_compensator.p3d,\dz\weapons\attachments\muzzle\mosin_compensator.p3d,P:\DZ\weapons\attachments\muzzle\config.cpp
MotoHelmet_Black,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Blue,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_ColorBase,Clothing,\DZ\characters\headgear\MotoHelmet_ground.p3d,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Green,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Grey,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Lime,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Red,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_White,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MotoHelmet_Yellow,MotoHelmet_ColorBase,,\DZ\characters\headgear\MotoHelmet_ground.p3d,P:\DZ\characters\headgear\config.cpp
MountainBag_Blue,MountainBag_ColorBase,,\dz\characters\backpacks\mountain_g.p3d,P:\DZ\characters\backpacks\config.cpp
MountainBag_ColorBase,Clothing,\dz\characters\backpacks\mountain_g.p3d,\dz\characters\backpacks\mountain_g.p3d,P:\DZ\characters\backpacks\config.cpp
MountainBag_Green,MountainBag_ColorBase,,\dz\characters\backpacks\mountain_g.p3d,P:\DZ\characters\backpacks\config.cpp
MountainBag_Orange,MountainBag_ColorBase,,\dz\characters\backpacks\mountain_g.p3d,P:\DZ\characters\backpacks\config.cpp
MountainBag_Red,MountainBag_ColorBase,,\dz\characters\backpacks\mountain_g.p3d,P:\DZ\characters\backpacks\config.cpp
MouthRag,Clothing,\DZ\gear\consumables\Rags.p3d,\DZ\gear\consumables\Rags.p3d,P:\DZ\characters\masks\config.cpp
MP5_Compensator,ItemSuppressor,\dz\weapons\attachments\muzzle\MP5k_compensator.p3d,\dz\weapons\attachments\muzzle\MP5k_compensator.p3d,P:\DZ\weapons\attachments\muzzle\config.cpp
MP5_PlasticHndgrd,Inventory_Base,\DZ\weapons\attachments\support\handguard_mp5k_plastic.p3d,\DZ\weapons\attachments\support\handguard_mp5k_plastic.p3d,P:\DZ\weapons\attachments\support\config.cpp
MP5_RailHndgrd,Inventory_Base,\DZ\weapons\attachments\support\handguard_mp5k_rail.p3d,\DZ\weapons\attachments\support\handguard_mp5k_rail.p3d,P:\DZ\weapons\attachments\support\config.cpp
MP5k_StockBttstck,Inventory_Base,\DZ\weapons\attachments\support\buttstock_mp5K_stock.p3d,\DZ\weapons\attachments\support\buttstock_mp5K_stock.p3d,P:\DZ\weapons\attachments\support\config.cpp
NailedBaseballBat,Inventory_Base,\dz\weapons\melee\blunt\Baseballbat_nailed.p3d,\dz\weapons\melee\blunt\Baseballbat_nailed.p3d,P:\DZ\weapons\melee\blunt\config.cpp
NavyUniformJacket,WoolCoat_ColorBase,,\DZ\characters\tops\WoolCoat_g.p3d,P:\DZ\characters\tops\config.cpp
NavyUniformPants,PolicePants,,\DZ\characters\pants\PolicePants_g.p3d,P:\DZ\characters\pants\config.cpp
NBCBootsBase,Clothing,\DZ\characters\shoes\NBC_Boots_g.p3d,\DZ\characters\shoes\NBC_Boots_g.p3d,P:\DZ\characters\shoes\config.cpp
NBCBootsGray,NBCBootsBase,,\DZ\characters\shoes\NBC_Boots_g.p3d,P:\DZ\characters\shoes\config.cpp
NBCBootsWhite,NBCBootsBase,,\DZ\characters\shoes\NBC_Boots_g.p3d,P:\DZ\characters\shoes\config.cpp
NBCBootsYellow,NBCBootsBase,,\DZ\characters\shoes\NBC_Boots_g.p3d,P:\DZ\characters\shoes\config.cpp
NBCGloves_ColorBase,Clothing,\DZ\characters\gloves\NBC_Gloves_g.p3d,\DZ\characters\gloves\NBC_Gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
NBCGlovesGray,NBCGloves_ColorBase,,\DZ\characters\gloves\NBC_Gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
NBCGlovesYellow,NBCGloves_ColorBase,,\DZ\characters\gloves\NBC_Gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
NBCHoodBase,Clothing,\DZ\characters\headgear\NBC_Hood_g.p3d,\DZ\characters\headgear\NBC_Hood_g.p3d,P:\DZ\characters\headgear\config.cpp
NBCHoodGray,NBCHoodBase,,\DZ\characters\headgear\NBC_Hood_g.p3d,P:\DZ\characters\headgear\config.cpp
NBCHoodWhite,NBCHoodBase,,\DZ\characters\headgear\NBC_Hood_g.p3d,P:\DZ\characters\headgear\config.cpp
NBCHoodYellow,NBCHoodBase,,\DZ\characters\headgear\NBC_Hood_g.p3d,P:\DZ\characters\headgear\config.cpp
NBCJacketBase,Clothing,\DZ\characters\tops\NBC_Jacket_g.p3d,\DZ\characters\tops\NBC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
NBCJacketGray,NBCJacketBase,,\DZ\characters\tops\NBC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
NBCJacketWhite,NBCJacketBase,,\DZ\characters\tops\NBC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
NBCJacketYellow,NBCJacketBase,,\DZ\characters\tops\NBC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
NBCPantsBase,Clothing,\DZ\characters\pants\NBC_Pants_g.p3d,\DZ\characters\pants\NBC_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
NBCPantsGray,NBCPantsBase,,\DZ\characters\pants\NBC_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
NBCPantsWhite,NBCPantsBase,,\DZ\characters\pants\NBC_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
NBCPantsYellow,NBCPantsBase,,\DZ\characters\pants\NBC_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
NewHockeyStick,Inventory_Base,\dz\weapons\melee\blunt\hockey_stick_peters.p3d,\dz\weapons\melee\blunt\hockey_stick_peters.p3d,P:\DZ\weapons\melee\blunt\config.cpp
NioshFaceMask,Clothing,\DZ\characters\masks\NioshFaceMask_g.p3d,\DZ\characters\masks\NioshFaceMask_g.p3d,P:\DZ\characters\masks\config.cpp
NonStrategic,Building,,,P:\DZ\data\config.cpp
NonStrategic_Base,NonStrategic,,,P:\DZ\data\config.cpp
NorseHelm,Clothing,\DZ\characters\headgear\norsehelm_g.p3d,\DZ\characters\headgear\norsehelm_g.p3d,P:\DZ\characters\headgear\config.cpp
NurseDress_Blue,NurseDress_ColorBase,,\dz\characters\tops\NurseDress_g.p3d,P:\DZ\characters\tops\config.cpp
NurseDress_ColorBase,Clothing,\dz\characters\tops\NurseDress_g.p3d,\dz\characters\tops\NurseDress_g.p3d,P:\DZ\characters\tops\config.cpp
NurseDress_White,NurseDress_ColorBase,,\dz\characters\tops\NurseDress_g.p3d,P:\DZ\characters\tops\config.cpp
NVGHeadstrap,Clothing,\DZ\characters\glasses\NVG_Headstrap_g.p3d,\DZ\characters\glasses\NVG_Headstrap_g.p3d,P:\DZ\characters\glasses\config.cpp
NVGoggles,ItemOptics,\DZ\characters\glasses\NVG.p3d,\DZ\characters\glasses\NVG.p3d,P:\DZ\characters\glasses\config.cpp
NylonKnifeSheath,Clothing,\DZ\characters\belts\nylon_KnifeSheath.p3d,\DZ\characters\belts\nylon_KnifeSheath.p3d,P:\DZ\characters\belts\config.cpp
ObsoleteFishingRod,FishingRod_Base_New,\dz\gear\crafting\Wooden_stick.p3d,\dz\gear\crafting\Wooden_stick.p3d,P:\DZ\gear\tools\config.cpp
OfficerHat,Clothing,\DZ\characters\headgear\Officerhat_g.p3d,\DZ\characters\headgear\Officerhat_g.p3d,P:\DZ\characters\headgear\config.cpp
Offroad_02,CarScript,,,P:\DZ\sounds\hpp\config.cpp
Offroad_02_Door_1_1,CarDoor,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_1.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_1.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_1_1_Rust,Offroad_02_Door_1_1,,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_1.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_1_2,Offroad_02_Door_1_1,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_2.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_2.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_1_2_Rust,Offroad_02_Door_1_2,,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_1_2.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_2_1,Offroad_02_Door_1_1,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_1.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_1.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_2_1_Rust,Offroad_02_Door_2_1,,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_1.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_2_2,Offroad_02_Door_1_1,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_2.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_2.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Door_2_2_Rust,Offroad_02_Door_2_2,,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Door_2_2.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Hood,CarDoor,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Hood.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Hood.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Trunk,CarDoor,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Trunk.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Trunk.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Trunk_Rust,Offroad_02_Trunk,,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Trunk.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Wheel,CarWheel,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Wheel.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Wheel.p3d,P:\DZ\vehicles\wheeled\config.cpp
Offroad_02_Wheel_Ruined,Offroad_02_Wheel,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Wheel_destroyed.p3d,\DZ\vehicles\wheeled\Offroad_02\proxy\Offroad_02_Wheel_destroyed.p3d,P:\DZ\vehicles\wheeled\config.cpp
OffroadHatchback,CarScript,,,P:\DZ\sounds\hpp\config.cpp
OffroadHatchback_Blue,OffroadHatchback,,,P:\DZ\vehicles\wheeled\config.cpp
OffroadHatchback_White,OffroadHatchback,,,P:\DZ\vehicles\wheeled\config.cpp
OKZKCap_Beige,OKZKCap_ColorBase,,\DZ\characters\headgear\OKZKCap_g.p3d,P:\DZ\characters\headgear\config.cpp
OKZKCap_ColorBase,Clothing,\DZ\characters\headgear\OKZKCap_g.p3d,\DZ\characters\headgear\OKZKCap_g.p3d,P:\DZ\characters\headgear\config.cpp
OKZKCap_Green,OKZKCap_ColorBase,,\DZ\characters\headgear\OKZKCap_g.p3d,P:\DZ\characters\headgear\config.cpp
OMKJacket_ColorBase,Clothing,\dz\characters\tops\USMC_Jacket_g.p3d,\dz\characters\tops\USMC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
OMKJacket_Navy,OMKJacket_ColorBase,,\dz\characters\tops\USMC_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
OMKPants_ColorBase,Clothing,\dz\characters\pants\USMC_pants_g.p3d,\dz\characters\pants\USMC_pants_g.p3d,P:\DZ\characters\pants\config.cpp
OMKPants_Navy,OMKPants_ColorBase,,\dz\characters\pants\USMC_pants_g.p3d,P:\DZ\characters\pants\config.cpp
OMNOGloves_Brown,OMNOGloves_ColorBase,,\DZ\characters\gloves\OMNO_gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
OMNOGloves_ColorBase,Clothing,\DZ\characters\gloves\OMNO_gloves_g.p3d,\DZ\characters\gloves\OMNO_gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
OMNOGloves_Gray,OMNOGloves_ColorBase,,\DZ\characters\gloves\OMNO_gloves_g.p3d,P:\DZ\characters\gloves\config.cpp
OrientalMachete,Inventory_Base,\dz\weapons\melee\blade\machete_oriental.p3d,\dz\weapons\melee\blade\machete_oriental.p3d,P:\DZ\weapons\melee\blade\config.cpp
OrienteeringCompass,ItemCompass,\dz\gear\navigation\compass_modern.p3d,\dz\gear\navigation\compass_modern.p3d,P:\DZ\gear\navigation\config.cpp
OvenIndoor,FireplaceBase,\dz\gear\cooking\OvenIndoor.p3d,\dz\gear\cooking\OvenIndoor.p3d,P:\DZ\gear\cooking\config.cpp
PaddedGloves_Beige,PaddedGloves_ColorBase,,\DZ\characters\gloves\PaddedGloves_g.p3d,P:\DZ\characters\gloves\config.cpp
PaddedGloves_Brown,PaddedGloves_ColorBase,,\DZ\characters\gloves\PaddedGloves_g.p3d,P:\DZ\characters\gloves\config.cpp
PaddedGloves_ColorBase,Clothing,\DZ\characters\gloves\PaddedGloves_g.p3d,\DZ\characters\gloves\PaddedGloves_g.p3d,P:\DZ\characters\gloves\config.cpp
PaddedGloves_Threat,PaddedGloves_ColorBase,,\DZ\characters\gloves\PaddedGloves_g.p3d,P:\DZ\characters\gloves\config.cpp
Paddle,Inventory_Base,\dz\gear\tools\canoe_paddle.p3d,\dz\gear\tools\canoe_paddle.p3d,P:\DZ\gear\tools\config.cpp
PainkillerTablets,Edible_Base,\dz\gear\medical\painkillers2.p3d,\dz\gear\medical\painkillers2.p3d,P:\DZ\gear\medical\config.cpp
ParamedicJacket_Blue,ParamedicJacket_ColorBase,,\DZ\characters\tops\ParaMedic_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
ParamedicJacket_ColorBase,Clothing,\DZ\characters\tops\ParaMedic_Jacket_g.p3d,\DZ\characters\tops\ParaMedic_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
ParamedicJacket_Crimson,ParamedicJacket_ColorBase,,\DZ\characters\tops\ParaMedic_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
ParamedicJacket_Green,ParamedicJacket_ColorBase,,\DZ\characters\tops\ParaMedic_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
ParamedicPants_Blue,ParamedicPants_ColorBase,,\DZ\characters\pants\ParaMedic_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
ParamedicPants_ColorBase,Clothing,\DZ\characters\pants\ParaMedic_Pants_g.p3d,\DZ\characters\pants\ParaMedic_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
ParamedicPants_Crimson,ParamedicPants_ColorBase,,\DZ\characters\pants\ParaMedic_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
ParamedicPants_Green,ParamedicPants_ColorBase,,\DZ\characters\pants\ParaMedic_Pants_g.p3d,P:\DZ\characters\pants\config.cpp
PartyTent,TentBase,\DZ\gear\camping\party_tent.p3d,\DZ\gear\camping\party_tent.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_Blue,PartyTent,,\DZ\gear\camping\party_tent.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_BluePlacing,PartyTentPlacing,,\DZ\gear\camping\party_tentPlacing.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_Brown,PartyTent,,\DZ\gear\camping\party_tent.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_BrownPlacing,PartyTentPlacing,,\DZ\gear\camping\party_tentPlacing.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_Lunapark,PartyTent,,\DZ\gear\camping\party_tent.p3d,P:\DZ\gear\camping\config.cpp
PartyTent_LunaparkPlacing,PartyTentPlacing,,\DZ\gear\camping\party_tentPlacing.p3d,P:\DZ\gear\camping\config.cpp
PartyTentPlacing,PartyTent,\DZ\gear\camping\party_tentPlacing.p3d,\DZ\gear\camping\party_tentPlacing.p3d,P:\DZ\gear\camping\config.cpp
PaydayMask_Chains,PaydayMask_ColorBase,\DZ\characters\masks\ChainsMask_g.p3d,\DZ\characters\masks\ChainsMask_g.p3d,P:\DZ\characters\masks\config.cpp
PaydayMask_ColorBase,Clothing,,,P:\DZ\characters\masks\config.cpp
PaydayMask_Dallas,PaydayMask_ColorBase,\DZ\characters\masks\DallasMask_g.p3d,\DZ\characters\masks\DallasMask_g.p3d,P:\DZ\characters\masks\config.cpp
PaydayMask_Hoxton,PaydayMask_ColorBase,\DZ\characters\masks\HoxtonMask_g.p3d,\DZ\characters\masks\HoxtonMask_g.p3d,P:\DZ\characters\masks\config.cpp
PaydayMask_Wolf,PaydayMask_ColorBase,\DZ\characters\masks\WolfMask_g.p3d,\DZ\characters\masks\WolfMask_g.p3d,P:\DZ\characters\masks\config.cpp
Pen_Black,Pen_ColorBase,,\dz\gear\tools\Pen.p3d,P:\DZ\gear\tools\config.cpp
Pen_Blue,Pen_ColorBase,,\dz\gear\tools\Pen.p3d,P:\DZ\gear\tools\config.cpp
Pen_ColorBase,Inventory_Base,\dz\gear\tools\Pen.p3d,\dz\gear\tools\Pen.p3d,P:\DZ\gear\tools\config.cpp
Pen_Green,Pen_ColorBase,,\dz\gear\tools\Pen.p3d,P:\DZ\gear\tools\config.cpp
Pen_Red,Pen_ColorBase,,\dz\gear\tools\Pen.p3d,P:\DZ\gear\tools\config.cpp
PepperSeeds,SeedBase,\dz\gear\cultivation\pepper_seeds.p3d,\dz\gear\cultivation\pepper_seeds.p3d,P:\DZ\gear\cultivation\config.cpp
PepperSeedsPack,Inventory_Base,\dz\gear\cultivation\pepper_seeds_pack.p3d,\dz\gear\cultivation\pepper_seeds_pack.p3d,P:\DZ\gear\cultivation\config.cpp
PersonalRadio,Transmitter_Base,\dz\gear\radio\WalkieTalkie.p3d,\dz\gear\radio\WalkieTalkie.p3d,P:\DZ\gear\radio\config.cpp
PetrolLighter,Inventory_Base,\dz\gear\cooking\petrol_lighter.p3d,\dz\gear\cooking\petrol_lighter.p3d,P:\DZ\gear\cooking\config.cpp
PetushokHat_Black,PetushokHat_ColorBase,,\DZ\characters\headgear\PetushokHat_g.p3d,P:\DZ\characters\headgear\config.cpp
PetushokHat_ColorBase,Clothing,\DZ\characters\headgear\PetushokHat_g.p3d,\DZ\characters\headgear\PetushokHat_g.p3d,P:\DZ\characters\headgear\config.cpp
PetushokHat_Green,PetushokHat_ColorBase,,\DZ\characters\headgear\PetushokHat_g.p3d,P:\DZ\characters\headgear\config.cpp
PetushokHat_Yellow,PetushokHat_ColorBase,,\DZ\characters\headgear\PetushokHat_g.p3d,P:\DZ\characters\headgear\config.cpp
Pickaxe,Inventory_Base,\dz\weapons\melee\blade\Pickaxe.p3d,\dz\weapons\melee\blade\Pickaxe.p3d,P:\DZ\weapons\melee\blade\config.cpp
PilotkaCap,Clothing,\DZ\characters\headgear\pilotka_g.p3d,\DZ\characters\headgear\pilotka_g.p3d,P:\DZ\characters\headgear\config.cpp
Pipe,Inventory_Base,\dz\gear\tools\metal_pipe.p3d,\dz\gear\tools\metal_pipe.p3d,P:\DZ\gear\tools\config.cpp
PipeWrench,Inventory_Base,\dz\weapons\melee\blunt\pipewrench.p3d,\dz\weapons\melee\blunt\pipewrench.p3d,P:\DZ\weapons\melee\blunt\config.cpp
PissGround,CraterLong,dz\data\data\ParticleEffects\Excretion\Piss_ground.p3d,dz\data\data\ParticleEffects\Excretion\Piss_ground.p3d,P:\DZ\data\data\ParticleEffects\config.cpp
PistolOptic,ItemOptics_Base,\DZ\weapons\attachments\optics\optic_pistol.p3d,\DZ\weapons\attachments\optics\optic_pistol.p3d,P:\DZ\weapons\attachments\optics\config.cpp
PistolSuppressor,ItemSuppressor,\dz\weapons\attachments\muzzle\suppressor_45acp.p3d,\dz\weapons\attachments\muzzle\suppressor_45acp.p3d,P:\DZ\weapons\attachments\muzzle\config.cpp
Pitchfork,Inventory_Base,\dz\weapons\melee\blade\Hay_Fork.p3d,\dz\weapons\melee\blade\Hay_Fork.p3d,P:\DZ\weapons\melee\blade\config.cpp
